"보고 시작","보고 종료","광고 이름","Instagram 팔로우",노출,클릭(전체),CTR(전체),시작,종료,"계정 이름","계정 ID","광고 세트 이름","광고 세트 ID","광고 ID","캠페인 이름","캠페인 ID"
2025-12-29,2026-06-28,"S1-1 유럽여행 소매치기, 갤럭시는 안전하다고?",0,7482,248,3.314622,2026-01-06,2026-01-12,따르릉통신,1405475181306250,"S1-1 유럽여행 소매치기, 갤럭시는 안전하다고?",120239321296740136,120239321296730136,"[디파트] 260105 - S1",120239321296750136
2025-12-29,2026-06-28,"S1-2 요즘 20대는 이 AI앱을 쓴다",6,3058,134,4.381949,2026-01-06,2026-01-12,따르릉통신,1405475181306250,"S1-2 요즘 20대는 이 AI앱을 쓴다",120239321561520136,120239321561530136,"[디파트] 260105 - S1",120239321296750136
2025-12-29,2026-06-28,"S1-3 2026년 갓생 루틴, 이 앱이면 돼요",1,2706,106,3.917221,2026-01-06,2026-01-12,따르릉통신,1405475181306250,"S1-3 2026년 갓생 루틴, 이 앱이면 돼요",120239321584590136,120239321584600136,"[디파트] 260105 - S1",120239321296750136
2025-12-29,2026-06-28,"S1-4 휴대폰 유지비용이 너무 많이 나온다면?",0,3133,73,2.330035,2026-01-06,2026-01-12,따르릉통신,1405475181306250,"S1-4 휴대폰 유지비용이 너무 많이 나온다면?",120239321588860136,120239321588870136,"[디파트] 260105 - S1",120239321296750136
2025-12-29,2026-06-28,"S1-5 휴대폰 바꾸기 전, 가장 먼저 해야 하는 건?",12,3348,116,3.464755,2026-01-06,2026-01-12,따르릉통신,1405475181306250,"S1-5 휴대폰 바꾸기 전, 가장 먼저 해야 하는 건?",120239321597950136,120239321597940136,"[디파트] 260105 - S1",120239321296750136
2025-12-29,2026-06-28,"S1-6 휴대폰, 왜 굳이 판매점에서 사냐고요?",4,2204,121,5.490018,2026-01-06,2026-01-12,따르릉통신,1405475181306250,"S1-6 휴대폰, 왜 굳이 판매점에서 사냐고요?",120239321608680136,120239321608690136,"[디파트] 260105 - S1",120239321296750136
2025-12-29,2026-06-28,"S1-7 K-출근시간 세계 1위, 아침마다 새는 데이터?",1,5447,132,2.423352,2026-01-06,2026-01-12,따르릉통신,1405475181306250,"S1-7 K-출근시간 세계 1위, 아침마다 새는 데이터?",120239321630250136,120239321630260136,"[디파트] 260105 - S1",120239321296750136
2025-12-29,2026-06-28,"S2-1 폰 느려졌을 때, 이것부터 확인해 보세요",8,3222,132,4.096834,2026-01-12,2026-01-19,따르릉통신,1405475181306250,"S2-1 폰 느려졌을 때, 이것부터 확인해 보세요",120239663602810136,120239663602720136,"[디파트] 260112 - S2",120239663602700136
2025-12-29,2026-06-28,"S2-7 보이스피싱, 이것만 설정해도 안심",5,3503,120,3.425635,2026-01-12,2026-01-19,따르릉통신,1405475181306250,"S2-7 보이스피싱, 이것만 설정해도 안심",120239663602790136,120239663602730136,"[디파트] 260112 - S2",120239663602700136
2025-12-29,2026-06-28,"S2-6 곧 출시 예정 갤럭시 S26, 어떻게 바뀔까?",4,5161,260,5.037783,2026-01-12,2026-01-19,따르릉통신,1405475181306250,"S2-6 곧 출시 예정 갤럭시 S26, 어떻게 바뀔까?",120239663602780136,120239663602740136,"[디파트] 260112 - S2",120239663602700136
2025-12-29,2026-06-28,"S2-3 휴대폰 사진 화질 높이는 TIP",5,5651,314,5.556539,2026-01-12,2026-01-19,따르릉통신,1405475181306250,"S2-3 휴대폰 사진 화질 높이는 TIP",120239663602820136,120239663602750136,"[디파트] 260112 - S2",120239663602700136
2025-12-29,2026-06-28,"S2-4 왜 내 데이터는 항상 부족할까?",1,2099,83,3.954264,2026-01-12,2026-01-19,따르릉통신,1405475181306250,"S2-4 왜 내 데이터는 항상 부족할까?",120239663602830136,120239663602760136,"[디파트] 260112 - S2",120239663602700136
2025-12-29,2026-06-28,"S2-2 앱 정리 못하는 사람의 심리",5,2882,128,4.44136,2026-01-12,2026-01-19,따르릉통신,1405475181306250,"S2-2 앱 정리 못하는 사람의 심리",120239663602710136,120239663602770136,"[디파트] 260112 - S2",120239663602700136
2025-12-29,2026-06-28,"S2-5 스마트폰, 몇 년 쓰고 바꾸는 게 좋을까?",9,6415,261,4.068589,2026-01-12,2026-01-19,따르릉통신,1405475181306250,"S2-5 스마트폰, 몇 년 쓰고 바꾸는 게 좋을까?",120239663602840136,120239663602800136,"[디파트] 260112 - S2",120239663602700136
2025-12-29,2026-06-28,"S3-1 아이폰 웃는 이모티콘 생성법",5,6720,203,3.020833,2026-01-19,2026-01-26,따르릉통신,1405475181306250,"S3-1 아이폰 웃는 이모티콘 생성법",120239919226750136,120239919226710136,"[디파트] 260119 - S3",120239919226610136
2025-12-29,2026-06-28,"S3-2 아이폰, 심장박동으로 잠금 해제?",0,7620,243,3.188976,2026-01-19,2026-01-26,따르릉통신,1405475181306250,"S3-2 아이폰, 심장박동으로 잠금 해제?",120239919260670136,120239919260680136,"[디파트] 260119 - S3",120239919226610136
2025-12-29,2026-06-28,"S3-3 갤럭시 ↔ 아이폰 사진 공유 가능해졌다",0,11504,656,5.702364,2026-01-19,2026-01-26,따르릉통신,1405475181306250,"S3-3 갤럭시 ↔ 아이폰 사진 공유 가능해졌다",120239919275720136,120239919275730136,"[디파트] 260119 - S3",120239919226610136
2025-12-29,2026-06-28,"S3-4 데이터 무제한 쓰는데 왜 느릴까?",2,3844,173,4.50052,2026-01-19,2026-01-26,따르릉통신,1405475181306250,"S3-4 데이터 무제한 쓰는데 왜 느릴까?",120239919281850136,120239919281840136,"[디파트] 260119 - S3",120239919226610136
2025-12-29,2026-06-28,"S3-5 스마트폰, 자기 전에 보면 최악?",3,5453,195,3.576013,2026-01-19,2026-01-26,따르릉통신,1405475181306250,"S3-5 스마트폰, 자기 전에 보면 최악?",120239919412320136,120239919412330136,"[디파트] 260119 - S3",120239919226610136
2025-12-29,2026-06-28,"S3-6 휴대폰 교체할 때, 기종별 사전이동 방법",3,6282,284,4.520853,2026-01-19,2026-01-26,따르릉통신,1405475181306250,"S3-6 휴대폰 교체할 때, 기종별 사전이동 방법",120239919463620136,120239919463610136,"[디파트] 260119 - S3",120239919226610136
2025-12-29,2026-06-28,"S3-7 우리가 새 폰을 사는 이유",1,3557,112,3.148721,2026-01-19,2026-01-26,따르릉통신,1405475181306250,"S3-7 우리가 새 폰을 사는 이유",120239919501470136,120239919501480136,"[디파트] 260119 - S3",120239919226610136
2025-12-29,2026-06-28,"S4-4 신입생이 꼭 챙겨야 할 폰꾸 아이템 추천",1,2960,93,3.141892,2026-01-26,2026-02-02,따르릉통신,1405475181306250,"S4-4 신입생이 꼭 챙겨야 할 폰꾸 아이템 추천",120240212559450136,120240212559340136,"[디파트] 260126 - S4",120240212559330136
2025-12-29,2026-06-28,"S4-2 “정리형 J vs 즉흥형 P” 당신의 스마트폰 궁합은?",2,7167,203,2.832426,2026-01-26,2026-02-02,따르릉통신,1405475181306250,"S4-2 “정리형 J vs 즉흥형 P” 당신의 스마트폰 궁합은?",120240212559430136,120240212559360136,"[디파트] 260126 - S4",120240212559330136
2025-12-29,2026-06-28,"S4-1 무제한 데이터 요금제의 진짜 조건 ‘속도제어(QoS)’",0,11587,481,4.151204,2026-01-26,2026-02-02,따르릉통신,1405475181306250,"S4-1 무제한 데이터 요금제의 진짜 조건 ‘속도제어(QoS)’",120240212559420136,120240212559370136,"[디파트] 260126 - S4",120240212559330136
2025-12-29,2026-06-28,"S4-3 휴대폰으로 하는 개운법",2,6717,318,4.734256,2026-01-26,2026-02-02,따르릉통신,1405475181306250,"S4-3 휴대폰으로 하는 개운법",120240212559440136,120240212559380136,"[디파트] 260126 - S4",120240212559330136
2025-12-29,2026-06-28,"S4-7 우리의 시작은 이미 손에 쥐어져 있다",2,3401,73,2.146428,2026-01-26,2026-02-02,따르릉통신,1405475181306250,"S4-7 우리의 시작은 이미 손에 쥐어져 있다",120240212559460136,120240212559390136,"[디파트] 260126 - S4",120240212559330136
2025-12-29,2026-06-28,"S4-5 휴대폰 발열은 고장 신호?",0,10056,336,3.341289,2026-01-26,2026-02-02,따르릉통신,1405475181306250,"S4-5 휴대폰 발열은 고장 신호?",120240212559350136,120240212559410136,"[디파트] 260126 - S4",120240212559330136
2025-12-29,2026-06-28,"S4-6 나도 혹시 스마트폰 중독자? feat. 폰 의존 테스트",1,6071,163,2.684895,2026-01-26,2026-02-02,따르릉통신,1405475181306250,"S4-6 나도 혹시 스마트폰 중독자? feat. 폰 의존 테스트",120240212600110136,120240212600100136,"[디파트] 260126 - S4",120240212559330136
2025-12-29,2026-06-28,"S5-1 아이폰 Siri와 구글 Gemini의 만남",2,8306,312,3.756321,2026-02-02,2026-02-09,따르릉통신,1405475181306250,"S5-1 아이폰 Siri와 구글 Gemini의 만남",120240488520530136,120240488520590136,"[디파트] 260202 - S5",120240488520580136
2025-12-29,2026-06-28,"S5-2 넷플 ‘기묘한 이야기’ 갤럭시 한정 테마 공개",2,11815,495,4.18959,2026-02-02,2026-02-09,따르릉통신,1405475181306250,"S5-2 넷플 ‘기묘한 이야기’ 갤럭시 한정 테마 공개",120240488551030136,120240488551020136,"[디파트] 260202 - S5",120240488520580136
2025-12-29,2026-06-28,"S5-3 2026년 휴대폰 신조어 예측",3,4685,104,2.219851,2026-02-02,2026-02-09,따르릉통신,1405475181306250,"S5-3 2026년 휴대폰 신조어 예측",120240488555820136,120240488555830136,"[디파트] 260202 - S5",120240488520580136
2025-12-29,2026-06-28,"S5-4 카톡 대화, 백업 안 되는 이유는?",6,8132,317,3.89818,2026-02-02,2026-02-09,따르릉통신,1405475181306250,"S5-4 카톡 대화, 백업 안 되는 이유는?",120240488568590136,120240488568580136,"[디파트] 260202 - S5",120240488520580136
2025-12-29,2026-06-28,"S5-5 아이폰 화면 속 수상한 점?! 이걸로 해킹 판단 가능?",1,17479,2145,12.271869,2026-02-02,2026-02-09,따르릉통신,1405475181306250,"S5-5 아이폰 화면 속 수상한 점?! 이걸로 해킹 판단 가능?",120240488577920136,120240488577930136,"[디파트] 260202 - S5",120240488520580136
2025-12-29,2026-06-28,"S5-6 매장지원금 왜 주는 거예요?",4,3299,118,3.576841,2026-02-02,2026-02-09,따르릉통신,1405475181306250,"S5-6 매장지원금 왜 주는 거예요?",120240488589990136,120240488589980136,"[디파트] 260202 - S5",120240488520580136
2025-12-29,2026-06-28,"S5-7 고장은 아닌데 뒤처지는 느낌",1,2927,105,3.587291,2026-02-02,2026-02-09,따르릉통신,1405475181306250,"S5-7 고장은 아닌데 뒤처지는 느낌",120240488600370136,120240488600360136,"[디파트] 260202 - S5",120240488520580136
2025-12-29,2026-06-28,"S6-5 데이터로밍 vs 유심 vs e-SIM 해외 데이터, 뭘 골라야 할까?",2,4676,134,2.865697,2026-02-09,2026-02-16,따르릉통신,1405475181306250,"S6-5 데이터로밍 vs 유심 vs e-SIM 해외 데이터, 뭘 골라야 할까?",120240761908300136,120240761908220136,"[디파트] 260209 - S6",120240761908170136
2025-12-29,2026-06-28,"S6-3 카카오톡 메시지 백업 하는 방법",0,2965,51,1.720067,2026-02-09,2026-02-16,따르릉통신,1405475181306250,"S6-3 카카오톡 메시지 백업 하는 방법",120240761919510136,120240761919500136,"[디파트] 260209 - S6",120240761908170136
2025-12-29,2026-06-28,"S6-1 디지털 중독 같다면? '흑백 모드' 디톡스",1,10880,336,3.088235,2026-02-09,2026-02-16,따르릉통신,1405475181306250,"S6-1 디지털 중독 같다면? '흑백 모드' 디톡스 - 사본",120240761947300136,120240761947290136,"[디파트] 260209 - S6",120240761908170136
2025-12-29,2026-06-28,"S6-7 매일 출퇴근 찍으시던 어르신, 알고보니",0,7719,404,5.233839,2026-02-09,2026-02-16,따르릉통신,1405475181306250,"S6-7 매일 출퇴근 찍으시던 어르신, 알고보니",120240761948370136,120240761948360136,"[디파트] 260209 - S6",120240761908170136
2025-12-29,2026-06-28,"S6-2 아이폰도 폴더형으로? 아이폰 폴드 루머 정리",1,12194,738,6.052157,2026-02-09,2026-02-16,따르릉통신,1405475181306250,"S6-2 아이폰도 폴더형으로? 아이폰 폴드 루머 정리",120240761948980136,120240761948970136,"[디파트] 260209 - S6",120240761908170136
2025-12-29,2026-06-28,"S6-6 휴대폰 배터리 100% 충전 수명이 줄어든다고?",1,10078,548,5.437587,2026-02-09,2026-02-16,따르릉통신,1405475181306250,"S6-6 휴대폰 배터리 100% 충전 수명이 줄어든다고?",120240761949120136,120240761949130136,"[디파트] 260209 - S6",120240761908170136
2025-12-29,2026-06-28,"S6-8 하루동안 가장 오래 쥐고 있는 건 바로",1,4109,98,2.385009,2026-02-09,2026-02-16,따르릉통신,1405475181306250,"S6-8 하루동안 가장 오래 쥐고 있는 건 바로",120240761949180136,120240761949190136,"[디파트] 260209 - S6",120240761908170136
2025-12-29,2026-06-28,"S6-4 연초에 한 번만 해두면 1년 편해지는 스마트폰 설정",4,4052,123,3.035538,2026-02-09,2026-02-16,따르릉통신,1405475181306250,"S6-4 연초에 한 번만 해두면 1년 편해지는 스마트폰 설정",120240761949430136,120240761949420136,"[디파트] 260209 - S6",120240761908170136
2025-12-29,2026-06-28,"S7-2 갤럭시 S26 울트라, 사생활 보호 필름 필요 없다",0,6875,147,2.138182,2026-02-23,2026-03-02,따르릉통신,1405475181306250,"S7-2 갤럭시 S26 울트라, 사생활 보호 필름 필요 없다",120241389839520136,120241389839410136,"[디파트] 260223 - S7(설날)",120241389839470136
2025-12-29,2026-06-28,"S7-5 폰이 느려졌다면? 1분 만에 끝내는 '램(RAM) 정리'",6,3832,226,5.897704,2026-02-23,2026-03-02,따르릉통신,1405475181306250,"S7-5 폰이 느려졌다면? 1분 만에 끝내는 '램(RAM) 정리'",120241389839360136,120241389839440136,"[디파트] 260223 - S7(설날)",120241389839470136
2025-12-29,2026-06-28,"S7-6 구형 아이폰, 업데이트로 수명이 늘어났다",1,12682,1104,8.705252,2026-02-23,2026-03-02,따르릉통신,1405475181306250,"S7-6 구형 아이폰, 업데이트로 수명이 늘어났다",120241389839370136,120241389839450136,"[디파트] 260223 - S7(설날)",120241389839470136
2025-12-29,2026-06-28,"S7-4 휴대폰 구매 기준 정리 판매점 vs 대리점 차이는?",4,4933,181,3.669167,2026-02-23,2026-03-02,따르릉통신,1405475181306250,"S7-4 휴대폰 구매 기준 정리 판매점 vs 대리점 차이는?",120241389839430136,120241389839460136,"[디파트] 260223 - S7(설날)",120241389839470136
2025-12-29,2026-06-28,"S7-8 “아 뭐하려고 했지?” 자꾸 깜박이는 이유",3,4279,122,2.851133,2026-02-23,2026-03-02,따르릉통신,1405475181306250,"S7-8 “아 뭐하려고 했지?” 자꾸 깜박이는 이유",120241389839390136,120241389839480136,"[디파트] 260223 - S7(설날)",120241389839470136
2025-12-29,2026-06-28,"S7-7 약정 끝났는데도 요금 10만 원?",0,6056,227,3.748349,2026-02-23,2026-03-02,따르릉통신,1405475181306250,"S7-7 약정 끝났는데도 요금 10만 원?",120241389839380136,120241389839490136,"[디파트] 260223 - S7(설날)",120241389839470136
2025-12-29,2026-06-28,"S7-3 우리 아이, 언제부터 폰이 필요할까?",2,6063,132,2.17714,2026-02-23,2026-03-02,따르릉통신,1405475181306250,"S7-3 우리 아이, 언제부터 폰이 필요할까?",120241389839420136,120241389839500136,"[디파트] 260223 - S7(설날)",120241389839470136
2025-12-29,2026-06-28,"S7-1 Z세대가 요즘 쓰는 배경화면 위젯",1,7914,493,6.229467,2026-02-23,2026-03-02,따르릉통신,1405475181306250,"S7-1 Z세대가 요즘 쓰는 배경화면 위젯",120241389839400136,120241389839510136,"[디파트] 260223 - S7(설날)",120241389839470136
2025-12-29,2026-06-28,"S7-9 아이폰 속 쓰레기 자동으로 정리하는 법",7,4700,148,3.148936,2026-02-23,2026-03-02,따르릉통신,1405475181306250,"S7-9 아이폰 속 쓰레기 자동으로 정리하는 법",120241389885900136,120241389885910136,"[디파트] 260223 - S7(설날)",120241389839470136
